name	addr	size	section	bind	type	parent
cp932ext_uni2indx_page88	0037a1c4	000001b4	.rodata	l	O	
cp932ext_uni2indx_page90	0037a378	000003b8	.rodata	l	O	
cp932ext_uni2indx_pagef9	0037a730	0000004c	.rodata	l	O	
cp932ext_uni2indx_pageff	0037a77c	0000003c	.rodata	l	O	
cp50221_0208_ext_2uni	0037a7b8	000000c0	.rodata	l	O	
cp50221_0208_ext_page21	0037a878	00000060	.rodata	l	O	
cp50221_0208_ext_page22	0037a8d8	00000020	.rodata	l	O	
cp50221_0208_ext_page24	0037a8f8	00000018	.rodata	l	O	
cp50221_0208_ext_page30	0037a910	00000008	.rodata	l	O	
cp50221_0208_ext_page32	0037a918	00000010	.rodata	l	O	
cp50221_0208_ext_page32_1	0037a928	00000010	.rodata	l	O	
cp50221_0208_ext_page33	0037a938	000000d0	.rodata	l	O	
cp50221_0212_ext_2uni	0037aa08	000000e0	.rodata	l	O	
cp50221_0212_ext_page21	0037aae8	00000010	.rodata	l	O	
cp50221_0212_ext_page53	0037aaf8	00000028	.rodata	l	O	
cp50221_0212_ext_page6d	0037ab20	00000010	.rodata	l	O	
cp50221_0212_ext_page76	0037ab30	00000020	.rodata	l	O	
cp50221_0212_ext_page7d	0037ab50	00000038	.rodata	l	O	
cp50221_0212_ext_page97	0037ab88	00000020	.rodata	l	O	
cp50221_0212_ext_pagefa	0037aba8	00000028	.rodata	l	O	
cp50221_0212_ext_pageff	0037abd0	00000008	.rodata	l	O	
gb18030ext_2uni_pagea9	0037abd8	0000001a	.rodata	l	O	
gb18030ext_2uni_pagefe	0037abf4	00000180	.rodata	l	O	
gb18030ext_page2e	0037ad74	000000a0	.rodata	l	O	
gb18030ext_page2f	0037ae14	00000020	.rodata	l	O	
gb18030ext_page34	0037ae34	00000070	.rodata	l	O	
gb18030ext_page36	0037aea4	00000030	.rodata	l	O	
gb18030ext_page39	0037aed4	00000030	.rodata	l	O	
gb18030ext_page43	0037af04	00000070	.rodata	l	O	
gb18030ext_page46	0037af74	00000040	.rodata	l	O	
gb18030ext_page47_1	0037afb4	00000020	.rodata	l	O	
gb18030ext_page47_2	0037afd4	00000030	.rodata	l	O	
gb18030ext_page49	0037b004	000000f0	.rodata	l	O	
gb18030ext_page4c	0037b0f4	00000070	.rodata	l	O	
gb18030ext_page4d	0037b164	00000020	.rodata	l	O	
gb18030ext_page9f	0037b184	00000020	.rodata	l	O	
gb18030ext_pagefe	0037b1a4	00000020	.rodata	l	O	
gb18030uni_charset2uni_ranges	0037b1c4	00000338	.rodata	l	O	
gb18030uni_uni2charset_ranges	0037b4fc	00000338	.rodata	l	O	
gb18030uni_ranges	0037b834	0000019c	.rodata	l	O	
gb18030_pua2charset	0037b9d0	000000ba	.rodata	l	O	
cp950_2uni_pagea1	0037ba8c	00000274	.rodata	l	O	
cp950ext_2uni_pagef9	0037bd00	00000052	.rodata	l	O	
cp950ext_2charset	0037bd54	00000052	.rodata	l	O	
cp950ext_uni2indx_page25	0037bda8	00000028	.rodata	l	O	
cp950ext_uni2indx_page58	0037bdd0	00000030	.rodata	l	O	
cp950ext_uni2indx_page5a	0037be00	00000040	.rodata	l	O	
cp950ext_uni2indx_page60	0037be40	00000018	.rodata	l	O	
cp950ext_uni2indx_page78	0037be58	00000024	.rodata	l	O	
cp950ext_uni2indx_page7c	0037be7c	0000002c	.rodata	l	O	
cp950ext_uni2indx_page88	0037bea8	00000034	.rodata	l	O	
cp950ext_uni2indx_page92	0037bedc	00000030	.rodata	l	O	
hkscs1999_2uni_page88	0037bf0c	000004e6	.rodata	l	O	
hkscs1999_2uni_page8d	0037c3f4	00001888	.rodata	l	O	
hkscs1999_2uni_pagec6	0037dc7c	000003ae	.rodata	l	O	
hkscs1999_2uni_pagef9	0037e02c	0000075c	.rodata	l	O	
hkscs1999_2uni_upages	0037e788	00000f34	.rodata	l	O	
hkscs1999_2charset	0037f6bc	000024b4	.rodata	l	O	
hkscs1999_uni2indx_page00	00381b70	000000b4	.rodata	l	O	
hkscs1999_uni2indx_page04	00381c24	00000018	.rodata	l	O	
hkscs1999_uni2indx_page1e	00381c3c	00000034	.rodata	l	O	
hkscs1999_uni2indx_page21	00381c70	0000003c	.rodata	l	O	
hkscs1999_uni2indx_page23	00381cac	000000a0	.rodata	l	O	
hkscs1999_uni2indx_page27	00381d4c	00000010	.rodata	l	O	
hkscs1999_uni2indx_page2e	00381d5c	00000110	.rodata	l	O	
hkscs1999_uni2indx_page34	00381e6c	00001af0	.rodata	l	O	
hkscs1999_uni2indx_pagef9	0038395c	00000004	.rodata	l	O	
hkscs1999_uni2indx_pageff	00383960	0000003c	.rodata	l	O	
hkscs1999_uni2indx_page200	0038399c	0000247c	.rodata	l	O	
hkscs1999_uni2indx_page294	00385e18	00000080	.rodata	l	O	
hkscs1999_uni2indx_page297	00385e98	000003ec	.rodata	l	O	
hkscs1999_uni2indx_page2f8	00386284	00000078	.rodata	l	O	
hkscs2001_2uni_page8c	003862fc	000000f6	.rodata	l	O	
hkscs2001_2uni_upages	003863f4	00000154	.rodata	l	O	
hkscs2001_2charset	00386548	000000e8	.rodata	l	O	
hkscs2001_uni2indx_page35	00386630	00000018	.rodata	l	O	
hkscs2001_uni2indx_page3c	00386648	000000b8	.rodata	l	O	
hkscs2001_uni2indx_page40	00386700	00000020	.rodata	l	O	
hkscs2001_uni2indx_page42	00386720	0000002c	.rodata	l	O	
hkscs2001_uni2indx_page4b	0038674c	00000064	.rodata	l	O	
hkscs2001_uni2indx_page4e	003867b0	000000ec	.rodata	l	O	
hkscs2001_uni2indx_page53	0038689c	00000050	.rodata	l	O	
hkscs2001_uni2indx_page57	003868ec	00000078	.rodata	l	O	
hkscs2001_uni2indx_page5a	00386964	00000174	.rodata	l	O	
hkscs2001_uni2indx_page61	00386ad8	0000000c	.rodata	l	O	
hkscs2001_uni2indx_page65	00386ae4	00000024	.rodata	l	O	
hkscs2001_uni2indx_page67	00386b08	0000001c	.rodata	l	O	
hkscs2001_uni2indx_page69	00386b24	0000005c	.rodata	l	O	
hkscs2001_uni2indx_page6c	00386b80	00000080	.rodata	l	O	
hkscs2001_uni2indx_page70	00386c00	00000130	.rodata	l	O	
hkscs2001_uni2indx_page76	00386d30	000000bc	.rodata	l	O	
hkscs2001_uni2indx_page7a	00386dec	0000011c	.rodata	l	O	
hkscs2001_uni2indx_page82	00386f08	00000040	.rodata	l	O	
hkscs2001_uni2indx_page85	00386f48	00000044	.rodata	l	O	
hkscs2001_uni2indx_page88	00386f8c	00000028	.rodata	l	O	
hkscs2001_uni2indx_page8b	00386fb4	00000024	.rodata	l	O	
hkscs2001_uni2indx_page8e	00386fd8	00000074	.rodata	l	O	
hkscs2001_uni2indx_page91	0038704c	000000c0	.rodata	l	O	
hkscs2001_uni2indx_page97	0038710c	000000bc	.rodata	l	O	
hkscs2001_uni2indx_page9f	003871c8	0000002c	.rodata	l	O	
hkscs2001_uni2indx_page214	003871f4	00000010	.rodata	l	O	
hkscs2001_uni2indx_page219	00387204	00000024	.rodata	l	O	
hkscs2001_uni2indx_page21d	00387228	00000030	.rodata	l	O	
hkscs2001_uni2indx_page220	00387258	00000020	.rodata	l	O	
hkscs2001_uni2indx_page227	00387278	00000008	.rodata	l	O	
hkscs2001_uni2indx_page232	00387280	00000080	.rodata	l	O	
hkscs2001_uni2indx_page23c	00387300	0000001c	.rodata	l	O	
hkscs2001_uni2indx_page241	0038731c	00000014	.rodata	l	O	
hkscs2001_uni2indx_page245	00387330	00000004	.rodata	l	O	
hkscs2001_uni2indx_page249	00387334	00000048	.rodata	l	O	
hkscs2001_uni2indx_page251	0038737c	00000034	.rodata	l	O	
hkscs2001_uni2indx_page256	003873b0	00000028	.rodata	l	O	
hkscs2001_uni2indx_page25c	003873d8	00000050	.rodata	l	O	
hkscs2001_uni2indx_page26b	00387428	00000008	.rodata	l	O	
hkscs2001_uni2indx_page26d	00387430	00000020	.rodata	l	O	
hkscs2001_uni2indx_page26f	00387450	00000030	.rodata	l	O	
hkscs2001_uni2indx_page271	00387480	00000004	.rodata	l	O	
hkscs2001_uni2indx_page287	00387484	00000004	.rodata	l	O	
hkscs2001_uni2indx_page289	00387488	0000007c	.rodata	l	O	
hkscs2001_uni2indx_page28d	00387504	00000030	.rodata	l	O	
hkscs2001_uni2indx_page299	00387534	00000014	.rodata	l	O	
hkscs2001_uni2indx_page29c	00387548	00000020	.rodata	l	O	
hkscs2001_uni2indx_page2a1	00387568	00000070	.rodata	l	O	
hkscs2004_2uni_page87	003875d8	00000074	.rodata	l	O	
hkscs2004_2uni_page8c	0038764c	0000017a	.rodata	l	O	
hkscs2004_2uni_upages	003877c8	00000138	.rodata	l	O	
hkscs2004_2charset	00387900	000000f6	.rodata	l	O	
hkscs2004_uni2indx_page34	003879f8	00000014	.rodata	l	O	
hkscs2004_uni2indx_page36	00387a0c	000000e0	.rodata	l	O	
hkscs2004_uni2indx_page3b	00387aec	00000028	.rodata	l	O	
hkscs2004_uni2indx_page3d	00387b14	00000040	.rodata	l	O	
hkscs2004_uni2indx_page3f	00387b54	000000bc	.rodata	l	O	
hkscs2004_uni2indx_page43	00387c10	00000114	.rodata	l	O	
hkscs2004_uni2indx_page4a	00387d24	0000002c	.rodata	l	O	
hkscs2004_uni2indx_page4c	00387d50	00000064	.rodata	l	O	
hkscs2004_uni2indx_page4f	00387db4	00000030	.rodata	l	O	
hkscs2004_uni2indx_page56	00387de4	00000040	.rodata	l	O	
hkscs2004_uni2indx_page59	00387e24	00000120	.rodata	l	O	
hkscs2004_uni2indx_page5f	00387f44	00000010	.rodata	l	O	
hkscs2004_uni2indx_page66	00387f54	0000005c	.rodata	l	O	
hkscs2004_uni2indx_page6e	00387fb0	00000018	.rodata	l	O	
hkscs2004_uni2indx_page71	00387fc8	0000004c	.rodata	l	O	
hkscs2004_uni2indx_page74	00388014	00000028	.rodata	l	O	
hkscs2004_uni2indx_page79	0038803c	00000034	.rodata	l	O	
hkscs2004_uni2indx_page7d	00388070	00000028	.rodata	l	O	
hkscs2004_uni2indx_page81	00388098	0000001c	.rodata	l	O	
hkscs2004_uni2indx_page85	003880b4	00000028	.rodata	l	O	
hkscs2004_uni2indx_page8a	003880dc	00000040	.rodata	l	O	
hkscs2004_uni2indx_page97	0038811c	00000058	.rodata	l	O	
hkscs2004_uni2indx_page9f	00388174	00000030	.rodata	l	O	
hkscs2004_uni2indx_page201	003881a4	00000050	.rodata	l	O	
hkscs2004_uni2indx_page20a	003881f4	00000068	.rodata	l	O	
hkscs2004_uni2indx_page21a	0038825c	0000001c	.rodata	l	O	
hkscs2004_uni2indx_page21d	00388278	0000004c	.rodata	l	O	
hkscs2004_uni2indx_page221	003882c4	00000034	.rodata	l	O	
hkscs2004_uni2indx_page227	003882f8	00000028	.rodata	l	O	
hkscs2004_uni2indx_page232	00388320	00000018	.rodata	l	O	
hkscs2004_uni2indx_page235	00388338	00000048	.rodata	l	O	
hkscs2004_uni2indx_page23b	00388380	00000008	.rodata	l	O	
hkscs2004_uni2indx_page23e	00388388	000000bc	.rodata	l	O	
hkscs2004_uni2indx_page242	00388444	00000030	.rodata	l	O	
hkscs2004_uni2indx_page24b	00388474	00000004	.rodata	l	O	
hkscs2004_uni2indx_page254	00388478	00000028	.rodata	l	O	
hkscs2004_uni2indx_page25a	003884a0	00000018	.rodata	l	O	
hkscs2004_uni2indx_page26b	003884b8	00000054	.rodata	l	O	
hkscs2004_uni2indx_page26e	0038850c	00000024	.rodata	l	O	
hkscs2004_uni2indx_page270	00388530	00000038	.rodata	l	O	
hkscs2004_uni2indx_page272	00388568	00000080	.rodata	l	O	
hkscs2004_uni2indx_page27b	003885e8	00000074	.rodata	l	O	
hkscs2004_uni2indx_page286	0038865c	00000030	.rodata	l	O	
hkscs2004_uni2indx_page289	0038868c	0000001c	.rodata	l	O	
hkscs2004_uni2indx_page28b	003886a8	00000030	.rodata	l	O	
hkscs2004_uni2indx_page290	003886d8	00000020	.rodata	l	O	
hkscs2004_uni2indx_page298	003886f8	00000054	.rodata	l	O	
hkscs2004_uni2indx_page29e	0038874c	00000030	.rodata	l	O	
hkscs2004_uni2indx_page2a1	0038877c	00000030	.rodata	l	O	
hkscs2004_uni2indx_page2a3	003887ac	00000018	.rodata	l	O	
hkscs2008_2uni_page87	003887c4	000000fc	.rodata	l	O	
hkscs2008_2uni_upages	003888c0	000000c8	.rodata	l	O	
hkscs2008_2charset	00388988	00000088	.rodata	l	O	
hkscs2008_uni2indx_page34	00388a10	0000003c	.rodata	l	O	
hkscs2008_uni2indx_page38	00388a4c	00000020	.rodata	l	O	
hkscs2008_uni2indx_page3a	00388a6c	00000040	.rodata	l	O	
hkscs2008_uni2indx_page3e	00388aac	0000003c	.rodata	l	O	
hkscs2008_uni2indx_page40	00388ae8	00000064	.rodata	l	O	
hkscs2008_uni2indx_page43	00388b4c	0000007c	.rodata	l	O	
hkscs2008_uni2indx_page46	00388bc8	0000002c	.rodata	l	O	
hkscs2008_uni2indx_page49	00388bf4	00000010	.rodata	l	O	
hkscs2008_uni2indx_page52	00388c04	00000014	.rodata	l	O	
hkscs2008_uni2indx_page54	00388c18	00000014	.rodata	l	O	
hkscs2008_uni2indx_page57	00388c2c	00000068	.rodata	l	O	
hkscs2008_uni2indx_page62	00388c94	00000034	.rodata	l	O	
hkscs2008_uni2indx_page66	00388cc8	00000064	.rodata	l	O	
hkscs2008_uni2indx_page6a	00388d2c	0000000c	.rodata	l	O	
hkscs2008_uni2indx_page70	00388d38	0000001c	.rodata	l	O	
hkscs2008_uni2indx_page73	00388d54	00000074	.rodata	l	O	
hkscs2008_uni2indx_page79	00388dc8	000000b4	.rodata	l	O	
hkscs2008_uni2indx_page84	00388e7c	00000088	.rodata	l	O	
hkscs2008_uni2indx_page88	00388f04	00000028	.rodata	l	O	
hkscs2008_uni2indx_page8b	00388f2c	00000024	.rodata	l	O	
hkscs2008_uni2indx_page90	00388f50	00000014	.rodata	l	O	
hkscs2008_uni2indx_page92	00388f64	00000008	.rodata	l	O	
hkscs2008_uni2indx_page94	00388f6c	0000000c	.rodata	l	O	
hkscs2008_uni2indx_page97	00388f78	00000014	.rodata	l	O	
hkscs2008_uni2indx_page9f	00388f8c	00000034	.rodata	l	O	
hkscs2008_uni2indx_page20a	00388fc0	00000024	.rodata	l	O	
hkscs2008_uni2indx_page21d	00388fe4	00000018	.rodata	l	O	
hkscs2008_uni2indx_page224	00388ffc	00000034	.rodata	l	O	
hkscs2008_uni2indx_page231	00389030	00000058	.rodata	l	O	
hkscs2008_uni2indx_page235	00389088	00000068	.rodata	l	O	
hkscs2008_uni2indx_page241	003890f0	0000001c	.rodata	l	O	
hkscs2008_uni2indx_page258	0038910c	00000038	.rodata	l	O	
hkscs2008_uni2indx_page25d	00389144	00000030	.rodata	l	O	
hkscs2008_uni2indx_page260	00389174	0000000c	.rodata	l	O	
hkscs2008_uni2indx_page26e	00389180	00000024	.rodata	l	O	
hkscs2008_uni2indx_page27b	003891a4	0000001c	.rodata	l	O	
hkscs2008_uni2indx_page289	003891c0	00000004	.rodata	l	O	
hkscs2008_uni2indx_page2ad	003891c4	00000040	.rodata	l	O	
uhc_1_2uni_main_page81	00389204	00000080	.rodata	l	O	
uhc_1_2uni_page81	00389284	00001640	.rodata	l	O	
uhc_1_2charset_main	0038a8c4	0000005a	.rodata	l	O	
uhc_1_2charset	0038a920	00001640	.rodata	l	O	
uhc_1_uni2indx_pageac	0038bf60	0000072c	.rodata	l	O	
uhc_2_2uni_main_pagea1	0038c68c	00000098	.rodata	l	O	
uhc_2_2uni_pagea1	0038c724	00000c36	.rodata	l	O	
uhc_2_2charset_main	0038d35c	00000062	.rodata	l	O	
uhc_2_2charset	0038d3c0	00000c36	.rodata	l	O	
uhc_2_uni2indx_pagec8	0038dff8	000003ec	.rodata	l	O	
cjk_variants	0038e3e4	00005e0c	.rodata	l	O	
cjk_variants_indx	003941f0	0000a400	.rodata	l	O	
translit_data	0039e5f0	00008e70	.rodata	l	O	
translit_page00	003a7460	000002b0	.rodata	l	O	
translit_page02	003a7710	00000010	.rodata	l	O	
translit_page02_1	003a7720	00000050	.rodata	l	O	
translit_page03	003a7770	00000060	.rodata	l	O	
translit_page05	003a77d0	00000010	.rodata	l	O	
translit_page06	003a77e0	00000020	.rodata	l	O	
translit_page0e	003a7800	00000060	.rodata	l	O	
translit_page0f	003a7860	00000020	.rodata	l	O	
translit_page1e	003a7880	00000140	.rodata	l	O	
translit_page1e_2	003a79c0	00000010	.rodata	l	O	
translit_page20	003a79d0	000000b0	.rodata	l	O	
translit_page20_3	003a7a80	00000010	.rodata	l	O	
translit_page21	003a7a90	000001b0	.rodata	l	O	
translit_page22	003a7c40	000000c0	.rodata	l	O	
translit_page22_4	003a7d00	00000060	.rodata	l	O	
translit_page24	003a7d60	000001e0	.rodata	l	O	
translit_page25	003a7f40	00000080	.rodata	l	O	
translit_page2a	003a7fc0	00000010	.rodata	l	O	
translit_page2f	003a7fd0	000001b0	.rodata	l	O	
translit_page30	003a8180	000001f0	.rodata	l	O	
translit_page31	003a8370	000000c0	.rodata	l	O	
translit_page31_5	003a8430	00000420	.rodata	l	O	
translit_pagef9	003a8850	000002e0	.rodata	l	O	
translit_pagefb	003a8b30	000000a0	.rodata	l	O	
translit_pagefe	003a8bd0	00000050	.rodata	l	O	
translit_pageff	003a8c20	000001e0	.rodata	l	O	
translit_page1d4	003a8e00	00000800	.rodata	l	O	
translit_page2f8	003a9600	00000440	.rodata	l	O	
all_encodings	003a9a40	000008d4	.rodata	l	O	
stringpool_contents	003aa314	00000dfd	.rodata	l	O	
aliases	003ab114	00001cd0	.rodata	l	O	
all_canonical	003acdfc	000000e2	.rodata	l	O	
conversion_lists.7622	003acee0	00000010	.rodata	l	O	
asso_values.9691	003acef0	00000100	.rodata	l	O	
__frame_dummy_init_array_entry	003aeed8	00000000	.init_array	l	O	
__do_global_dtors_aux_fini_array_entry	003aeedc	00000000	.fini_array	l	O	
running	003af018	00000004	.data	g	O	
Rowspacing	003af01c	00000004	.data	g	O	
joystick_fd	003af020	00000010	.data	l	O	
RF_JOYTable	003af030	00000078	.data	g	O	
CHANNEL_TBL	003af0a8	00000004	.data	g	O	
RX_ADDRESS1	003af0ac	00000005	.data	g	O	
RX_ADDRESS0	003af0b4	00000005	.data	g	O	
Dem_cal2_data	003af0bc	00000003	.data	g	O	
RF_cal2_data	003af0c0	00000006	.data	g	O	
RF_cal_data	003af0c8	00000003	.data	g	O	
BB_cal_data	003af0cc	00000005	.data	g	O	
USB_Table	003af0d4	00000180	.data	g	O	
JOYSTICK_DEVNAME	003af254	00000010	.data	g	O	
m_ui	003af264	000005e4	.data	l	O	
m_movetab	003af848	00000398	.data	l	O	
m_joysticktab	003afbe0	0000039c	.data	l	O	
m_statetab	003aff7c	00000090	.data	l	O	
KEY_Table	003b000c	00000040	.data	g	O	
P1_Table	003b004c	000000dc	.data	g	O	
turbo_delay	003b0128	00000004	.data	l	O	
user_joy_key_mask	003b0154	00000100	.data	g	O	
default_core_list	003b0254	00001a90	.data	g	O	
fps0	003b1ce4	00000004	.data	g	O	
sound_len	003b1ce8	00000004	.data	g	O	
GameMenuHotKey	003b1cec	00000004	.data	g	O	
SaveDefaultStateKey	003b1cf0	00000004	.data	g	O	
_mxml_key	003b1cf4	00000004	.data	l	O	
_libiconv_version	003b1cf8	00000004	.data	g	O	
completed.10349	003b2178	00000001	.bss	l	O	
log_file_initialized	003b217c	00000001	.bss	l	O	
log_file_fp	003b2180	00000004	.bss	l	O	
shm	003b2184	00000004	.bss	g	O	
spi_printf_needflash	003b2188	00000004	.bss	g	O	
scr_data	003b218c	00000004	.bss	g	O	
soft_rotation	003b2190	00000004	.bss	g	O	
displayfps	003b2194	00000004	.bss	g	O	
DisplayThread	003b2198	00000004	.bss	g	O	
CRU	003b219c	00000004	.bss	l	O	
GRF	003b21a0	00000004	.bss	l	O	
GPIO0	003b21a4	00000004	.bss	l	O	
GPIO1	003b21a8	00000004	.bss	l	O	
GPIO2	003b21ac	00000004	.bss	l	O	
joy_key_tmp	003b21b0	00000010	.bss	l	O	
gpiosignal	003b21c0	00000004	.bss	g	O	
gpiofp	003b21c4	00000004	.bss	g	O	
handle	003b21c8	00000004	.bss	l	O	
DisplayThreadflag	003b21cc	00000004	.bss	g	O	
mutex	003b21d0	00000018	.bss	g	O	
cond	003b21e8	00000030	.bss	g	O	
_ZL10zopenerror	003b2218	00000004	.bss	l	O	
lasterrorU	003b221c	00000004	.bss	g	O	
file_info_list	003b2220	0000a0a0	.bss	l	O	
FilenameExt	003bc2c0	00000004	.bss	l	O	
tree	003bc2c4	00000004	.bss	l	O	
filelist_tree	003bc2c8	00000004	.bss	l	O	
res_hz	003bc2cc	00000004	.bss	l	O	
ze	003bc2d0	00000130	.bss	l	O	
zr	003bc400	00000004	.bss	l	O	
mui_fast_lsit	003bc404	00000004	.bss	l	O	
m_search	003bc408	00000004	.bss	l	O	
DisplayThumbnailflag	003bc40c	00000004	.bss	l	O	
ForceFlashCount	003bc410	00000004	.bss	l	O	
diff_prev	003bc414	00000004	.bss	l	O	
m_time0	003bc418	00000004	.bss	l	O	
font	003bc41c	0000007c	.bss	l	O	
fontscale	003bc498	00000004	.bss	l	O	
fontascent	003bc49c	00000004	.bss	l	O	
fontbaseline	003bc4a0	00000004	.bss	l	O	
OutRect	003bc4a4	00000018	.bss	l	O	
fontbitmap	003bc4bc	00001000	.bss	l	O	
fontname	003bd4bc	00000020	.bss	l	O	
fontbuffer	003bd4dc	00000004	.bss	l	O	
configitems	003bd4e0	0000c350	.bss	l	O	
m_menulog	003c9830	000001bc	.bss	l	O	
path	003c99ec	00000100	.bss	l	O	
core_info_list	003c9aec	00005000	.bss	l	O	
hz	003ceaec	00000004	.bss	l	O	
SoundBuffer	003ceaf0	00000b80	.bss	l	O	
scrbuf	003cf670	00000004	.bss	l	O	
Soundplayflag	003cf674	00000004	.bss	g	O	
errorcount	003cf678	00000004	.bss	g	O	
bimapFilebuffer	003cf67c	00000004	.bss	g	O	
USBJoy_debug	003cf680	00000004	.bss	g	O	
SPI_MODE	003cf684	00000004	.bss	g	O	
system_directory	003cf688	00000100	.bss	l	O	
save_directory	003cf788	00000100	.bss	l	O	
environment_str	003cf888	00000100	.bss	l	O	
handle	003cf988	00000004	.bss	l	O	
user_joy_key_trubo	003cf98c	00000100	.bss	g	O	
rgb_565_buffer	003cfa8c	00000004	.bss	g	O	
use_rgb_8888	003cfa90	00000004	.bss	g	O	
rotation_buff	003cfa94	00000004	.bss	g	O	
rotation	003cfa98	00000004	.bss	g	O	
skipCounter	003cfa9c	00000004	.bss	g	O	
FrameCount0	003cfaa0	00000004	.bss	g	O	
frames_prev	003cfaa4	00000004	.bss	g	O	
PlayFrameError	003cfaa8	00000004	.bss	g	O	
ticks_ptr	003cfaac	00000004	.bss	g	O	
AutoRestoreKey	003cfab0	00000004	.bss	g	O	
_mxml_key_once	003cfab4	00000004	.bss	l	O	
g_sfc_reg	003cfab8	00000004	.bss	l	O	
FlashSize	003cfabc	00000004	.bss	l	O	
UniqueID	003cfac0	00000008	.bss	l	O	
corecfg	003cfac8	00003e80	.bss	g	O	
items	003d3948	00003e80	.bss	g	O	
sbi	003d77c8	00002204	.bss	g	O	
mi	003d99cc	00001b20	.bss	g	O	
file_info_list_ext	003db4ec	00001900	.bss	g	O	
hi	003dcdec	00001210	.bss	g	O	
autorundriver	003ddffc	00001000	.bss	g	O	
autorunfile	003deffc	00001000	.bss	g	O	
mp3DecInfo	003dfffc	000007f0	.bss	g	O	
di	003e07ec	00000348	.bss	g	O	
bprintf_buf	003e0b34	00000200	.bss	g	O	
si	003e0d34	00000148	.bss	g	O	
sfi	003e0e7c	0000011c	.bss	g	O	
Nesname	003e0f98	00000100	.bss	g	O	
RomName	003e1098	00000100	.bss	g	O	
fileName	003e1198	00000100	.bss	g	O	
resource_path	003e1298	00000100	.bss	g	O	
root_path	003e1398	00000100	.bss	g	O	
work_path	003e1498	00000100	.bss	g	O	
m_crctable	003e1598	00000080	.bss	g	O	
mainkey	003e1618	00000080	.bss	g	O	
InputDeviceInfo	003e1698	00000070	.bss	g	O	
keyMapping	003e1708	00000060	.bss	g	O	
SoundPlayer	003e1768	00000048	.bss	g	O	
fpsbuf	003e17b0	00000040	.bss	g	O	
ticks_buf	003e17f0	00000040	.bss	g	O	
fh	003e1830	00000038	.bss	g	O	
mui_Effect0	003e1868	00000024	.bss	g	O	
mui_Effect1	003e188c	00000024	.bss	g	O	
mui_MenuMusic	003e18b0	00000024	.bss	g	O	
ArchivePath	003e18d4	0000001c	.bss	g	O	
GamePath	003e18f0	0000001c	.bss	g	O	
key2	003e190c	0000001c	.bss	g	O	
mdtemp1	003e1928	0000001c	.bss	g	O	
SoundBuffer	003e1944	00000010	.bss	g	O	
game	003e1954	00000010	.bss	g	O	
game_joy_key	003e1964	00000010	.bss	g	O	
joy_key	003e1974	00000010	.bss	g	O	
this_frame	003e1984	00000010	.bss	g	O	
frame_time_last	003e1998	00000008	.bss	g	O	
progress_stepcount	003e19a0	00000008	.bss	g	O	
RF_joy_key	003e19a8	00000008	.bss	g	O	
inTimeVal	003e19b0	00000008	.bss	g	O	
outTimeVal	003e19b8	00000008	.bss	g	O	
ChangeSeting	003e19c0	00000004	.bss	g	O	
DispFrameCount	003e19c4	00000004	.bss	g	O	
DisplayZoomFlag	003e19c8	00000004	.bss	g	O	
Filetype	003e19cc	00000004	.bss	g	O	
FrameCount	003e19d0	00000004	.bss	g	O	
FrameSkip	003e19d4	00000004	.bss	g	O	
Frame_data	003e19d8	00000004	.bss	g	O	
Frame_height	003e19dc	00000004	.bss	g	O	
Frame_pitch	003e19e0	00000004	.bss	g	O	
Frame_width	003e19e4	00000004	.bss	g	O	
Joy1_Delay	003e19e8	00000004	.bss	g	O	
Joy1_Press	003e19ec	00000004	.bss	g	O	
SoundBufferIndex0	003e19f0	00000004	.bss	g	O	
SoundBufferIndex1	003e19f4	00000004	.bss	g	O	
SoundBufferLength	003e19f8	00000004	.bss	g	O	
TimeCountReg	003e19fc	00000004	.bss	g	O	
Time_0	003e1a00	00000004	.bss	g	O	
Time_1	003e1a04	00000004	.bss	g	O	
USE_HDMI_OUT	003e1a08	00000004	.bss	g	O	
ZIP_BUF	003e1a0c	00000004	.bss	g	O	
ZIP_BUF_SIZE	003e1a10	00000004	.bss	g	O	
_SetDoubleBuffer	003e1a14	00000004	.bss	g	O	
_SetFrameSkip	003e1a18	00000004	.bss	g	O	
_retro_get_region	003e1a1c	00000004	.bss	g	O	
_retro_is_support	003e1a20	00000004	.bss	g	O	
_retro_run	003e1a24	00000004	.bss	g	O	
_retro_serialize	003e1a28	00000004	.bss	g	O	
_retro_serialize_size	003e1a2c	00000004	.bss	g	O	
_retro_set_device	003e1a30	00000004	.bss	g	O	
_retro_unserialize	003e1a34	00000004	.bss	g	O	
diff_prev	003e1a38	00000004	.bss	g	O	
disp_times	003e1a3c	00000004	.bss	g	O	
fps	003e1a40	00000004	.bss	g	O	
fps_ptr	003e1a44	00000004	.bss	g	O	
initialTicks	003e1a48	00000004	.bss	g	O	
joytemp0	003e1a4c	00000004	.bss	g	O	
joytemp1	003e1a50	00000004	.bss	g	O	
m_ticks	003e1a54	00000004	.bss	g	O	
maxSkips	003e1a58	00000004	.bss	g	O	
n_input_height	003e1a5c	00000004	.bss	g	O	
n_input_visible_height	003e1a60	00000004	.bss	g	O	
n_input_visible_width	003e1a64	00000004	.bss	g	O	
n_input_width	003e1a68	00000004	.bss	g	O	
output_x	003e1a6c	00000004	.bss	g	O	
output_y	003e1a70	00000004	.bss	g	O	
overtime	003e1a74	00000004	.bss	g	O	
