FUNC	000098ec	operator.delete	void operator.delete(void * param_1)
FUNC	000098f8	operator.new[]	void * operator.new[](uint param_1)
FUNC	00009904	operator.delete[]	void operator.delete[](void * param_1)
FUNC	00009910	fwrite	size_t fwrite(void * __ptr, size_t __size, size_t __n, FILE * __s)
FUNC	0000991c	strncpy	char * strncpy(char * __dest, char * __src, size_t __n)
FUNC	00009928	sqrt	double sqrt(double __x)
FUNC	00009934	sqrtf	float sqrtf(float __x)
FUNC	00009940	pow	double pow(double __x, double __y)
FUNC	0000994c	islower	int islower(int param_1)
FUNC	00009958	__ctype_toupper_loc	__int32_t * * __ctype_toupper_loc()
FUNC	00009964	rewind	void rewind(FILE * __stream)
FUNC	00009970	fputc	int fputc(int __c, FILE * __stream)
FUNC	0000997c	fprintf	int fprintf(FILE * __stream, char * __format, ...)
FUNC	00009988	pthread_self	pthread_t pthread_self()
FUNC	00009994	pthread_detach	int pthread_detach(pthread_t __th)
FUNC	000099a0	floorf	float floorf(float __x)
FUNC	000099ac	ceilf	float ceilf(float __x)
FUNC	000099b8	fmod	double fmod(double __x, double __y)
FUNC	000099c4	acos	double acos(double __x)
FUNC	000099d0	cos	double cos(double __x)
FUNC	000099dc	__ctype_b_loc	ushort * * __ctype_b_loc()
FUNC	000099e8	scandir	int scandir(char * __dir, dirent * * * __namelist, __selector * __selector, __cmp * __cmp)
FUNC	000099f4	mkdir	int mkdir(char * __path, __mode_t __mode)
FUNC	00009a00	memmove	void * memmove(void * __dest, void * __src, size_t __n)
FUNC	00009a0c	realloc	void * realloc(void * __ptr, size_t __size)
FUNC	00009a18	__strdup	undefined __strdup()
FUNC	00009a24	_IO_getc	int _IO_getc(_IO_FILE * __fp)
FUNC	00009a30	write	ssize_t write(int __fd, void * __buf, size_t __n)
FUNC	00009a3c	_IO_putc	int _IO_putc(int __c, _IO_FILE * __fp)
FUNC	00009a48	strncmp	int strncmp(char * __s1, char * __s2, size_t __n)
FUNC	00009a54	strtod	double strtod(char * __nptr, char * * __endptr)
FUNC	00009a60	strerror	char * strerror(int __errnum)
FUNC	00009a6c	snprintf	int snprintf(char * __s, size_t __maxlen, char * __format, ...)
FUNC	00009a84	pthread_once	int pthread_once(pthread_once_t * __once_control, __init_routine * __init_routine)
FUNC	00009a90	pthread_getspecific	void * pthread_getspecific(pthread_key_t __key)
FUNC	00009a9c	pthread_setspecific	int pthread_setspecific(pthread_key_t __key, void * __pointer)
FUNC	00009aa8	pthread_key_delete	int pthread_key_delete(pthread_key_t __key)
FUNC	00009ab4	wcrtomb	size_t wcrtomb(char * __s, wchar_t __wc, mbstate_t * __ps)
FUNC	00009ac0	__ctype_get_mb_cur_max	size_t __ctype_get_mb_cur_max()
FUNC	00009acc	mbrtowc	size_t mbrtowc(wchar_t * __pwc, char * __s, size_t __n, mbstate_t * __p)
FUNC	00009ad8	memcmp	int memcmp(void * __s1, void * __s2, size_t __n)
FUNC	00009ae4	qsort	void qsort(void * __base, size_t __nmemb, size_t __size, __compar_fn_t __compar)
FUNC	00009af0	nl_langinfo	char * nl_langinfo(nl_item __item)
FUNC	00009afc	raise	int raise(int __sig)
FUNC	00009b10	_mxml_fini	undefined _mxml_fini()
DATA	00009b50	DAT_00009b50	undefined4	4
DATA	00009b54	DAT_00009b54	undefined4	4
FUNC	00009b58	main	undefined main()
DATA	00009d10	DAT_00009d10	undefined4	4
DATA	00009d14	DAT_00009d14	undefined4	4
DATA	00009d18	DAT_00009d18	undefined4	4
DATA	00009d1c	DAT_00009d1c	undefined4	4
DATA	00009d20	DAT_00009d20	undefined4	4
DATA	00009d24	DAT_00009d24	undefined4	4
DATA	00009d28	DAT_00009d28	undefined4	4
DATA	00009d2c	DAT_00009d2c	undefined4	4
DATA	00009d30	DAT_00009d30	undefined4	4
DATA	00009d34	DAT_00009d34	undefined4	4
DATA	00009d38	DAT_00009d38	undefined4	4
DATA	00009d3c	DAT_00009d3c	undefined4	4
DATA	00009d40	DAT_00009d40	undefined4	4
FUNC	00009d44	_start	undefined _start()
DATA	00009d74	DAT_00009d74	undefined4	4
DATA	00009d78	DAT_00009d78	undefined4	4
DATA	00009d7c	DAT_00009d7c	undefined4	4
FUNC	00009d80	call_weak_fn	undefined call_weak_fn()
DATA	00009d9c	DAT_00009d9c	undefined4	4
DATA	00009da0	DAT_00009da0	undefined4	4
FUNC	00009da4	deregister_tm_clones	undefined deregister_tm_clones()
DATA	00009dd0	DAT_00009dd0	undefined4	4
FUNC	00009dd4	register_tm_clones	undefined register_tm_clones()
FUNC	00009e0c	__do_global_dtors_aux	undefined __do_global_dtors_aux()
FUNC	00009e34	frame_dummy	undefined frame_dummy()
FUNC	00009e6c	RARCH_LOG_V	undefined RARCH_LOG_V()
DATA	00009ecc	DAT_00009ecc	undefined4	4
DATA	00009ed0	DAT_00009ed0	undefined4	4
DATA	00009ed4	DAT_00009ed4	undefined4	4
FUNC	00009ed8	RARCH_LOG	undefined RARCH_LOG()
FUNC	00009f04	GetConfig	undefined GetConfig()
DATA	0000a3b8	DAT_0000a3b8	undefined4	4
DATA	0000a3bc	DAT_0000a3bc	undefined4	4
DATA	0000a3c0	DAT_0000a3c0	undefined4	4
DATA	0000a3c4	DAT_0000a3c4	undefined4	4
DATA	0000a3c8	DAT_0000a3c8	undefined4	4
DATA	0000a3cc	DAT_0000a3cc	undefined4	4
DATA	0000a3d0	DAT_0000a3d0	undefined4	4
DATA	0000a3d4	DAT_0000a3d4	undefined4	4
DATA	0000a3d8	DAT_0000a3d8	undefined4	4
DATA	0000a3dc	DAT_0000a3dc	undefined4	4
DATA	0000a3e0	DAT_0000a3e0	undefined4	4
DATA	0000a3e4	DAT_0000a3e4	undefined4	4
DATA	0000a3e8	DAT_0000a3e8	undefined4	4
DATA	0000a3ec	DAT_0000a3ec	undefined4	4
DATA	0000a3f0	DAT_0000a3f0	undefined4	4
DATA	0000a3f4	DAT_0000a3f4	undefined4	4
DATA	0000a3f8	DAT_0000a3f8	undefined4	4
DATA	0000a3fc	DAT_0000a3fc	undefined4	4
DATA	0000a400	DAT_0000a400	undefined4	4
DATA	0000a404	DAT_0000a404	undefined4	4
DATA	0000a408	DAT_0000a408	undefined4	4
DATA	0000a40c	DAT_0000a40c	undefined4	4
DATA	0000a410	DAT_0000a410	undefined4	4
DATA	0000a414	DAT_0000a414	undefined4	4
DATA	0000a418	DAT_0000a418	undefined4	4
DATA	0000a41c	DAT_0000a41c	undefined4	4
DATA	0000a420	DAT_0000a420	undefined4	4
DATA	0000a424	DAT_0000a424	undefined4	4
DATA	0000a428	DAT_0000a428	undefined4	4
DATA	0000a42c	DAT_0000a42c	undefined4	4
DATA	0000a430	DAT_0000a430	undefined4	4
DATA	0000a434	DAT_0000a434	undefined4	4
FUNC	0000a438	get_executable_path	undefined get_executable_path()
DATA	0000a498	DAT_0000a498	undefined4	4
FUNC	0000a49c	dispmeninfo	undefined dispmeninfo()
DATA	0000a51c	DAT_0000a51c	undefined4	4
DATA	0000a520	DAT_0000a520	undefined4	4
DATA	0000a524	DAT_0000a524	undefined4	4
DATA	0000a528	DAT_0000a528	undefined4	4
DATA	0000a52c	DAT_0000a52c	undefined4	4
FUNC	0000a530	outputxy1	undefined outputxy1()
DATA	0000a6d0	DAT_0000a6d0	undefined4	4
DATA	0000a6d4	DAT_0000a6d4	undefined4	4
DATA	0000a6d8	DAT_0000a6d8	undefined4	4
DATA	0000a6dc	DAT_0000a6dc	undefined4	4
DATA	0000a6e0	DAT_0000a6e0	undefined4	4
DATA	0000a6e4	DAT_0000a6e4	undefined4	4
DATA	0000a6e8	DAT_0000a6e8	undefined4	4
DATA	0000a6ec	DAT_0000a6ec	undefined4	4
FUNC	0000a6f0	spi_printf	undefined spi_printf()
DATA	0000a764	DAT_0000a764	undefined4	4
DATA	0000a768	DAT_0000a768	undefined4	4
DATA	0000a76c	DAT_0000a76c	undefined4	4
DATA	0000a770	DAT_0000a770	undefined4	4
FUNC	0000a774	ShareMemCreat	undefined ShareMemCreat()
DATA	0000a7f8	DAT_0000a7f8	undefined4	4
DATA	0000a7fc	DAT_0000a7fc	undefined4	4
DATA	0000a800	DAT_0000a800	undefined4	4
DATA	0000a804	DAT_0000a804	undefined4	4
DATA	0000a808	DAT_0000a808	undefined4	4
FUNC	0000a80c	ShareMemClose	undefined ShareMemClose()
DATA	0000a850	DAT_0000a850	undefined4	4
DATA	0000a854	DAT_0000a854	undefined4	4
DATA	0000a858	DAT_0000a858	undefined4	4
FUNC	0000a85c	xintiao	undefined xintiao()
DATA	0000a888	DAT_0000a888	undefined4	4
DATA	0000a88c	DAT_0000a88c	undefined4	4
FUNC	0000a890	XintiaoThread	undefined XintiaoThread()
FUNC	0000a8a4	UpdateROMProc	undefined UpdateROMProc()
DATA	0000abbc	DAT_0000abbc	undefined4	4
DATA	0000abc0	DAT_0000abc0	undefined4	4
DATA	0000abc4	DAT_0000abc4	undefined4	4
DATA	0000abc8	DAT_0000abc8	undefined4	4
DATA	0000abcc	DAT_0000abcc	undefined4	4
DATA	0000abd0	DAT_0000abd0	undefined4	4
DATA	0000abd4	DAT_0000abd4	undefined4	4
DATA	0000abd8	DAT_0000abd8	undefined4	4
DATA	0000abdc	DAT_0000abdc	undefined4	4
DATA	0000abe0	DAT_0000abe0	undefined4	4
DATA	0000abe4	DAT_0000abe4	undefined4	4
DATA	0000abe8	DAT_0000abe8	undefined4	4
DATA	0000abec	DAT_0000abec	undefined4	4
DATA	0000abf0	DAT_0000abf0	undefined4	4
DATA	0000abf4	DAT_0000abf4	undefined4	4
FUNC	0000abf8	DateToTmuDate	undefined DateToTmuDate()
DATA	0000ac40	DAT_0000ac40	undefined4	4
FUNC	0000ac44	UpdateROM	undefined UpdateROM()
DATA	0000afd4	DAT_0000afd4	undefined4	4
DATA	0000afd8	DAT_0000afd8	undefined4	4
DATA	0000afdc	DAT_0000afdc	undefined4	4
DATA	0000afe0	DAT_0000afe0	undefined4	4
DATA	0000afe4	DAT_0000afe4	undefined4	4
DATA	0000afe8	DAT_0000afe8	undefined4	4
DATA	0000afec	DAT_0000afec	undefined4	4
DATA	0000aff0	DAT_0000aff0	undefined4	4
DATA	0000aff4	DAT_0000aff4	undefined4	4
DATA	0000aff8	DAT_0000aff8	undefined4	4
DATA	0000affc	DAT_0000affc	undefined4	4
DATA	0000b000	DAT_0000b000	undefined4	4
DATA	0000b004	DAT_0000b004	undefined4	4
DATA	0000b008	DAT_0000b008	undefined4	4
DATA	0000b00c	DAT_0000b00c	undefined4	4
DATA	0000b010	DAT_0000b010	undefined4	4
FUNC	0000b014	TestUSBJoy	undefined TestUSBJoy()
DATA	0000b2d8	DAT_0000b2d8	undefined4	4
DATA	0000b2dc	DAT_0000b2dc	undefined4	4
DATA	0000b2e0	DAT_0000b2e0	undefined4	4
DATA	0000b2e4	DAT_0000b2e4	undefined4	4
DATA	0000b2e8	DAT_0000b2e8	undefined4	4
DATA	0000b2ec	DAT_0000b2ec	undefined4	4
DATA	0000b2f0	DAT_0000b2f0	undefined4	4
DATA	0000b2f4	DAT_0000b2f4	undefined4	4
DATA	0000b2f8	DAT_0000b2f8	undefined4	4
DATA	0000b2fc	DAT_0000b2fc	undefined4	4
DATA	0000b300	DAT_0000b300	undefined4	4
DATA	0000b304	DAT_0000b304	undefined4	4
DATA	0000b308	DAT_0000b308	undefined4	4
FUNC	0000b30c	ConvertCode	undefined ConvertCode()
DATA	0000b3f4	DAT_0000b3f4	undefined4	4
DATA	0000b3f8	DAT_0000b3f8	undefined4	4
DATA	0000b3fc	DAT_0000b3fc	undefined4	4
FUNC	0000b400	GetTick	undefined GetTick()
FUNC	0000b430	WaitNMI	undefined WaitNMI()
DATA	0000b4a4	DAT_0000b4a4	undefined4	4
DATA	0000b4a8	DAT_0000b4a8	undefined4	4
DATA	0000b4ac	DAT_0000b4ac	undefined4	4
FUNC	0000b4b0	TestRun	undefined TestRun()
DATA	0000b68c	DAT_0000b68c	undefined4	4
DATA	0000b690	DAT_0000b690	undefined4	4
DATA	0000b694	DAT_0000b694	undefined4	4
DATA	0000b698	DAT_0000b698	undefined4	4
DATA	0000b69c	DAT_0000b69c	undefined4	4
DATA	0000b6a0	DAT_0000b6a0	undefined4	4
DATA	0000b6a4	DAT_0000b6a4	undefined4	4
DATA	0000b6a8	DAT_0000b6a8	undefined4	4
DATA	0000b6ac	DAT_0000b6ac	undefined4	4
FUNC	0000b6b0	TestLibz0	undefined TestLibz0()
DATA	0000b8d4	DAT_0000b8d4	undefined4	4
DATA	0000b8d8	DAT_0000b8d8	undefined4	4
DATA	0000b8dc	DAT_0000b8dc	undefined4	4
DATA	0000b8e0	DAT_0000b8e0	undefined4	4
DATA	0000b8e4	DAT_0000b8e4	undefined4	4
DATA	0000b8e8	DAT_0000b8e8	undefined4	4
DATA	0000b8ec	DAT_0000b8ec	undefined4	4
DATA	0000b8f0	DAT_0000b8f0	undefined4	4
DATA	0000b8f4	DAT_0000b8f4	undefined4	4
DATA	0000b8f8	DAT_0000b8f8	undefined4	4
DATA	0000b8fc	DAT_0000b8fc	undefined4	4
DATA	0000b900	DAT_0000b900	undefined4	4
FUNC	0000b904	TestLibz1	undefined TestLibz1()
DATA	0000b9fc	DAT_0000b9fc	undefined4	4
DATA	0000ba00	DAT_0000ba00	undefined4	4
DATA	0000ba04	DAT_0000ba04	undefined4	4
DATA	0000ba08	DAT_0000ba08	undefined4	4
DATA	0000ba0c	DAT_0000ba0c	undefined4	4
DATA	0000ba10	DAT_0000ba10	undefined4	4
DATA	0000ba14	DAT_0000ba14	undefined4	4
DATA	0000ba18	DAT_0000ba18	undefined4	4
FUNC	0000ba1c	sunxi_gpio_init	undefined sunxi_gpio_init()
DATA	0000bbc8	DAT_0000bbc8	undefined4	4
DATA	0000bbcc	DAT_0000bbcc	undefined4	4
DATA	0000bbd0	DAT_0000bbd0	undefined4	4
DATA	0000bbd4	DAT_0000bbd4	undefined4	4
DATA	0000bbd8	DAT_0000bbd8	undefined4	4
